id_company,company_name,company_type,industry_sector,kota,skala_perusahaan,pic_name,pic_phone,created_at
C463,CV Sukses Inovasi,Startup,Kesehatan & Farmasi,Jakarta,Lokal,Riska Suryadi,082145086403,2023-05-03
C464,PT Graha Sejahtera,Startup,Keuangan & Perbankan,Tangerang,Lokal,Prasetyo Cahyono,083852701713,2023-05-24
C465,CV Techno Solusi,Corporate,Pendidikan & EdTech,Jakarta,Multinasional,Kartika Wulandari,082236293449,2024-08-14
C466,PT Sinergi Abadi,BUMN,Agribisnis,Surakarta,Nasional,Zahra Putra,087776896270,2024-01-07
C467,PT Perkasa Bangsa,Startup,Telekomunikasi,Bandung,Lokal,Intan Budiman,087746897152,2023-06-11
C468,PT Sinergi Indonesia,NGO,Teknologi Informasi,Surakarta,Nasional,Amelia Gunawan,087856749160,2024-02-06
C469,PT Abadi Makmur,Startup,Asuransi,Bekasi,Lokal,Dinda Fitriani,085806633705,2023-12-15
C470,PT Indo Abadi,UMKM,Kesehatan & Farmasi,Jakarta,Lokal,Hendra Nugraha,081366918362,2022-11-27
C471,PT Sentosa Analitika,Corporate,E-commerce,Surakarta,Nasional,Riska Sari,085664027011,2022-10-20
C472,PT Esa Perkasa,UMKM,Asuransi,Surakarta,Lokal,Lestari Maulana,081379323023,2023-02-10
C473,PT Cakra Gemilang,UMKM,Logistik & Supply Chain,Malang,Nasional,Hana Permana,081350937710,2022-06-25
C474,PT Cipta Nusantara,Startup,Teknologi Informasi,Jakarta,Nasional,Salma Suryadi,085265555356,2024-09-22
C475,PT Gemilang Analitika,BUMN,Kesehatan & Farmasi,Surakarta,Nasional,Lina Ardiansyah,081635797863,2022-09-09
C476,PT Cipta Terapan,UMKM,Retail,Jakarta,Lokal,Kirana Rahmawati,081616493289,2023-12-15
C477,PT Cipta Indonesia,Corporate,E-commerce,Jakarta,Nasional,Guntur Mahendra,081378333211,2024-08-14
C478,PT Solusi Utama,NGO,Konsultan Manajemen,Jakarta,Lokal,Hafiz Ramadhani,083871539915,2024-09-02
C479,PT Abadi Systems,UMKM,Travel & Hospitality,Depok,Lokal,Hana Handoko,081311593195,2023-04-03
C480,CV Bakti Sentosa,Corporate,Teknologi Informasi,Jakarta,Lokal,Ulfa Nugraha,085828993160,2024-03-05
C481,PT Sejahtera Utama,Startup,Telekomunikasi,Surabaya,Nasional,Julia Sulistyo,085309548149,2022-10-29
C482,PT Indo Karya,UMKM,Manufaktur,Semarang,Lokal,Tika Rahmawati,081620865675,2024-09-25
C483,PT Gemilang Data,Corporate,Telekomunikasi,Jakarta,Nasional,Irfan Prabowo,081590472927,2024-03-17
C484,PT Mandiri Bersama,Startup,Pendidikan & EdTech,Surabaya,Lokal,Rangga Firmansyah,087862015720,2024-01-12
C485,PT Perkasa Indonesia,UMKM,Energi & Pertambangan,Jakarta,Nasional,Lina Anggraeni,082161764750,2024-09-27
C486,PT Mega Data,Startup,Otomotif,Jakarta,Nasional,Rendy Febriani,082167649215,2023-07-15
C487,PT Nusa Sentosa,BUMN,Teknologi Informasi,Jakarta,Nasional,Eka Adriansyah,081698131292,2024-12-21
C488,PT Makmur Terapan,Startup,Keuangan & Perbankan,Surakarta,Lokal,Hesti Ardiansyah,081211845826,2022-06-29
C489,PT Bina Mandiri,Startup,Otomotif,Tangerang,Nasional,Lina Prabowo,083859883103,2022-10-14
C490,PT Kreasi Makmur,Corporate,Kesehatan & Farmasi,Semarang,Nasional,Farah Putra,087871462831,2023-06-18
C491,PT Sinergi Logistik,Corporate,Otomotif,Bandung,Lokal,Bella Anggraeni,082214181861,2024-06-07
C492,PT Techno Pratama,NGO,Konsultan Manajemen,Surakarta,Nasional,Galih Cahyono,082261128497,2023-07-15
C493,PT Esa Pratama,UMKM,Telekomunikasi,Yogyakarta,Lokal,Umar Ardiansyah,087825889679,2022-04-09
C494,CV Inti Digital,UMKM,Kesehatan & Farmasi,Bandung,Nasional,Mira Nugraha,082296727578,2022-04-19
C495,PT Digital Mandiri,UMKM,E-commerce,Bekasi,Nasional,Eka Wulandari,082212901487,2022-07-04
C496,PT Perkasa Media,Corporate,Kesehatan & Farmasi,Yogyakarta,Multinasional,Arif Pratama,085230685389,2024-12-26
C497,PT Digital Solusi,Startup,Kesehatan & Farmasi,Yogyakarta,Lokal,Zahra Putra,085815381447,2024-05-15
C498,PT Inti Kreatif,Startup,Energi & Pertambangan,Jakarta,Lokal,Dewi Hakim,081297545105,2024-08-06
C499,CV Gemilang Pratama,Startup,Asuransi,Yogyakarta,Lokal,Ivan Pratama,082143765456,2024-04-21
C500,CV Jaya Nusantara,Pemerintah,Retail,Surakarta,Nasional,Wahyu Handayani,082213402665,2024-06-07
C501,PT Bumi Media,Startup,Agribisnis,Bekasi,Lokal,Laila Wardani,087725686211,2022-09-01
C502,CV Mitra Media,BUMN,Asuransi,Depok,Nasional,Kirana Handoko,085771639282,2022-01-17
C503,CV Perkasa Kreatif,Corporate,Logistik & Supply Chain,Semarang,Lokal,Hendra Ramadhani,087804326093,2022-11-01
C504,CV Digital Utama,Corporate,Keuangan & Perbankan,Yogyakarta,Nasional,Rani Hakim,085663502000,2023-07-06
C505,PT Kreasi Mandiri,Corporate,Logistik & Supply Chain,Jakarta,Multinasional,Vina Budiman,081310825559,2024-10-03
C506,PT Techno Bersama,Startup,Logistik & Supply Chain,Surakarta,Lokal,Bagus Mahendra,081318954738,2023-01-26
C507,CV Cipta Indonesia,Startup,Travel & Hospitality,Semarang,Lokal,Fani Cahyani,085616176880,2023-12-13
C508,CV Jaya Logistik,Pemerintah,Telekomunikasi,Surakarta,Nasional,Laila Ningsih,083881278686,2023-01-25
C509,PT Jaya Kreatif,Startup,Media & Kreatif,Bandung,Lokal,Mega Handayani,085684434481,2024-11-16
C510,CV Digital Teknologi,Corporate,Telekomunikasi,Surakarta,Multinasional,Rizky Wibowo,085333810595,2023-07-23
C511,PT Techno Logistik,BUMN,Konsultan Manajemen,Semarang,Nasional,Ulfa Wibowo,085305342408,2024-04-16
C512,PT Inti Bangsa,UMKM,Travel & Hospitality,Jakarta,Nasional,Oki Cahyani,081562736527,2023-07-05
C513,PT Bangkit Solusi,Corporate,Media & Kreatif,Surakarta,Nasional,Taufik Putra,082169312163,2023-08-01
C514,PT Prima Analitika,UMKM,Teknologi Informasi,Bandung,Lokal,Gibran Oktaviani,081223142900,2022-08-14
C515,PT Graha Bangsa,UMKM,Pendidikan & EdTech,Surakarta,Lokal,Taufik Suryadi,087723084810,2024-06-28
C516,PT Indo Digital,NGO,Teknologi Informasi,Jakarta,Nasional,Olivia Ningsih,087817213145,2023-12-25
C517,PT Graha Nusantara,Corporate,E-commerce,Malang,Lokal,Winda Utami,085362494514,2024-12-22
C518,PT Sukses Abadi,BUMN,E-commerce,Surabaya,Nasional,Umar Firmansyah,087877119642,2022-11-01
C519,PT Bakti Indonesia,Startup,Energi & Pertambangan,Jakarta,Nasional,Indah Oktaviani,082266878878,2024-04-27
C520,PT Digital Sentosa,Startup,Asuransi,Yogyakarta,Lokal,Pandu Ramadhan,081230587210,2023-03-26
C521,PT Sukses Bangsa,BUMN,Kesehatan & Farmasi,Jakarta,Nasional,Putri Sari,081630212606,2022-10-23
C522,PT Mitra Logistik,Startup,E-commerce,Yogyakarta,Lokal,Yoga Firmansyah,081331096227,2022-03-03
C523,CV Esa Logistik,NGO,Agribisnis,Jakarta,Nasional,Hana Firmansyah,081209282066,2022-01-28
C524,PT Inti Makmur,Corporate,Manufaktur,Jakarta,Multinasional,Indah Sulistyo,082269036289,2022-07-08
C525,PT Sejahtera Inovasi,Startup,Energi & Pertambangan,Surabaya,Nasional,Rizky Hidayat,081315950342,2024-05-18
C526,CV Inovasi Cerdas,NGO,Pendidikan & EdTech,Yogyakarta,Nasional,Rizky Setiawan,085290970051,2022-03-08
C527,PT Inovasi Pratama,UMKM,Energi & Pertambangan,Yogyakarta,Nasional,Aldi Ningsih,081356818209,2023-12-30
C528,PT Andalas Makmur,BUMN,Keuangan & Perbankan,Jakarta,Nasional,Fitri Cahyani,081333228898,2022-11-07
C529,CV Graha Mandiri,Corporate,Asuransi,Surakarta,Nasional,Rafi Anggraeni,081329710248,2023-05-05
C530,PT Sukses Pratama,Startup,Media & Kreatif,Semarang,Nasional,Farah Ramadhani,081397054669,2023-06-09
C531,PT Bakti Pratama,Startup,Asuransi,Yogyakarta,Lokal,Aldi Wardani,081221462961,2022-04-27
C532,PT Sejahtera Nusantara,Startup,Logistik & Supply Chain,Tangerang,Lokal,Arif Suryadi,081355973714,2024-06-06
C533,PT Cipta Konsultan,Startup,Agribisnis,Surakarta,Lokal,Aditya Ramadhan,081567303064,2024-02-18
C534,CV Karya Abadi,Corporate,Telekomunikasi,Malang,Nasional,Lestari Wibowo,081365423567,2023-03-15
C535,PT Bumi Logistik,Corporate,Energi & Pertambangan,Surabaya,Multinasional,Dwi Rahmawati,085292550272,2023-02-11
C536,PT Bakti Nusantara,BUMN,Asuransi,Jakarta,Nasional,Galuh Ramadhani,085379103368,2022-01-08
C537,CV Abadi Kreatif,Startup,Pendidikan & EdTech,Depok,Lokal,Bella Budiman,085781776655,2024-01-29
C538,PT Perkasa Informatika,Pemerintah,Properti & Konstruksi,Surakarta,Lokal,Lestari Wardani,085228664649,2024-05-27
C539,PT Techno Systems,Startup,Asuransi,Surakarta,Lokal,Mega Febriani,081504633786,2022-07-24
C540,PT Mega Pratama,Pemerintah,Retail,Jakarta,Multinasional,Yoga Dewi,083844446306,2024-03-21
C541,PT Inovasi Digital,Startup,FMCG,Surabaya,Nasional,Nanda Prasetya,082286396096,2023-11-18
C542,CV Abadi Analitika,Startup,Properti & Konstruksi,Yogyakarta,Lokal,Surya Safitri,081564825311,2022-09-16
C543,PT Techno Makmur,Corporate,Kesehatan & Farmasi,Bogor,Nasional,Teguh Dewi,085738364041,2023-01-18
C544,CV Solusi Systems,Pemerintah,Logistik & Supply Chain,Surakarta,Multinasional,Joko Handoko,085721175361,2022-09-09
C545,PT Bangkit Systems,Startup,Asuransi,Jakarta,Nasional,Taufik Pratama,082199015579,2022-11-26
C546,PT Inovasi Solusi,Corporate,Konsultan Manajemen,Tangerang,Multinasional,Krisna Maulana,081523513052,2022-03-02
C547,CV Techno Analitika,UMKM,Kesehatan & Farmasi,Jakarta,Lokal,Intan Sulistyo,081576863423,2023-12-15
C548,CV Bangkit Perkasa,BUMN,Asuransi,Bandung,Nasional,Anggi Hidayat,085266395517,2023-07-11
C549,CV Cipta Informatika,Startup,Asuransi,Jakarta,Lokal,Amelia Saputra,081325625313,2024-12-22
C550,PT Sukses Indonesia,UMKM,Logistik & Supply Chain,Surakarta,Lokal,Gilang Safitri,081553816493,2023-11-05
C551,PT Kreasi Nusantara,Corporate,E-commerce,Bandung,Nasional,Elsa Prabowo,082230770461,2024-06-10
C552,PT Bakti Makmur,Corporate,Teknologi Informasi,Jakarta,Multinasional,Sari Ramadhani,081660880501,2022-01-10
C553,PT Sentosa Abadi,Startup,FMCG,Jakarta,Nasional,Arif Budiman,085677159103,2024-10-08
C554,PT Inovasi Indonesia,Startup,Properti & Konstruksi,Malang,Lokal,Fajar Lestari,085658004010,2023-04-09
C555,PT Karya Abadi,Startup,Energi & Pertambangan,Jakarta,Lokal,Irfan Prabowo,081629671883,2024-08-01
C556,PT Jaya Utama,UMKM,Agribisnis,Jakarta,Nasional,Ratna Wijaya,085331170303,2022-06-19
C557,PT Abadi Kreatif,Corporate,Properti & Konstruksi,Jakarta,Nasional,Mira Anggara,085328123567,2023-10-04
C558,PT Daya Kreatif,BUMN,Pendidikan & EdTech,Surakarta,Nasional,Rangga Budiman,081691271130,2024-05-16
C559,PT Nusa Abadi,Startup,Otomotif,Yogyakarta,Lokal,Nisa Firmansyah,087886850745,2023-12-27
C560,PT Perkasa Kreatif,Startup,Energi & Pertambangan,Surakarta,Nasional,Gita Ningsih,081231310094,2024-11-28
C561,CV Karya Konsultan,Startup,Manufaktur,Malang,Lokal,Amelia Hidayat,082247323549,2024-04-08
C562,PT Inovasi Nusantara,Startup,Agribisnis,Semarang,Lokal,Umar Ningsih,081322572076,2023-05-04
C563,PT Solusi Abadi,BUMN,Media & Kreatif,Semarang,Nasional,Kirana Febriani,081273710094,2022-01-20
C564,CV Esa Informatika,Startup,Kesehatan & Farmasi,Surabaya,Nasional,Riska Hakim,083847457054,2024-07-15
C565,PT Indo Perkasa,BUMN,Kesehatan & Farmasi,Jakarta,Nasional,Nanda Sulistyo,085665313614,2022-03-05
C566,PT Makmur Bersama,Corporate,Konsultan Manajemen,Tangerang,Multinasional,Tiara Gunawan,085743098591,2023-11-10
C567,PT Sejahtera Makmur,Pemerintah,FMCG,Jakarta,Multinasional,Gilang Ningsih,082184982474,2024-10-18
C568,PT Mandiri Digital,Corporate,Pendidikan & EdTech,Jakarta,Lokal,Dani Hakim,085300425488,2023-09-19
C569,CV Perkasa Makmur,NGO,Telekomunikasi,Jakarta,Nasional,Aditya Ningsih,085366614494,2023-12-28
C570,CV Perkasa Media,BUMN,Kesehatan & Farmasi,Semarang,Nasional,Indah Gunawan,083834414978,2023-02-13
C571,CV Abadi Terapan,BUMN,Asuransi,Surakarta,Nasional,Lina Prabowo,083857567667,2024-12-14
C572,PT Techno Cerdas,Startup,Telekomunikasi,Surabaya,Nasional,Dewi Ardiansyah,081662607870,2022-09-18
C573,PT Mitra Abadi,BUMN,Logistik & Supply Chain,Jakarta,Nasional,Sinta Hartono,085650198038,2022-07-19
C574,CV Bangkit Indonesia,Startup,Kesehatan & Farmasi,Jakarta,Lokal,Hendra Santoso,081229181331,2024-09-20
C575,PT Solusi Karya,Corporate,Energi & Pertambangan,Surakarta,Multinasional,Lestari Wijaya,081684979162,2024-04-08
C576,PT Nusa Indonesia,BUMN,Manufaktur,Surakarta,Nasional,Kirana Handoko,085719754661,2023-02-15
C577,PT Cakra Karya,Corporate,Teknologi Informasi,Jakarta,Multinasional,Oki Budiman,081297052774,2024-03-08
C578,PT Bumi Pratama,Corporate,Otomotif,Jakarta,Nasional,Lukman Oktaviani,082159572446,2024-11-16
C579,PT Andalas Sentosa,Pemerintah,Media & Kreatif,Bandung,Multinasional,Indah Fitriani,085899599610,2024-12-12
C580,PT Global Inovasi,NGO,Agribisnis,Jakarta,Lokal,Guntur Utami,085666109410,2023-04-30
C581,PT Makmur Cerdas,Corporate,Teknologi Informasi,Tangerang,Multinasional,Indah Cahyani,085283347743,2024-07-09
C582,CV Bumi Perkasa,BUMN,Pendidikan & EdTech,Surakarta,Nasional,Naufal Nugroho,081520569815,2022-02-19
C583,CV Esa Inovasi,Startup,Pendidikan & EdTech,Bandung,Nasional,Aditya Santoso,087766191284,2024-01-01
C584,PT Mega Inovasi,Startup,Travel & Hospitality,Jakarta,Nasional,Mira Hakim,081324189389,2023-05-30
C585,PT Sentosa Global,Startup,Logistik & Supply Chain,Bandung,Lokal,Cahyo Suryadi,087843502385,2023-06-23
C586,PT Cipta Pratama,Pemerintah,Asuransi,Bandung,Nasional,Indah Permana,085601078356,2022-06-15
C587,PT Sentosa Terapan,BUMN,Manufaktur,Surakarta,Nasional,Ilham Lestari,083896087066,2022-04-24
C588,CV Perkasa Logistik,Corporate,Kesehatan & Farmasi,Surakarta,Multinasional,Maya Suryadi,087803319036,2024-01-24
C589,PT Bina Karya,Startup,Keuangan & Perbankan,Surakarta,Lokal,Winda Oktaviani,082242967111,2023-10-06
C590,PT Digital Gemilang,UMKM,FMCG,Surabaya,Lokal,Ulfa Fitriani,083881056974,2024-12-14
C591,PT Indo Teknologi,Pemerintah,Retail,Bandung,Nasional,Ivan Nugroho,085749641049,2022-08-22
C592,PT Abadi Gemilang,Startup,Pendidikan & EdTech,Jakarta,Lokal,Hafiz Budiman,081285095493,2024-12-26
C593,PT Graha Analitika,BUMN,Asuransi,Malang,Nasional,Maulana Cahyono,085648769984,2022-04-27
C594,CV Abadi Gemilang,UMKM,Manufaktur,Surakarta,Nasional,Ilham Pangestu,085759609454,2022-06-25
C595,PT Solusi Gemilang,Startup,Keuangan & Perbankan,Depok,Lokal,Oki Setiawan,085798517244,2024-04-16
C596,CV Nusa Indonesia,BUMN,Keuangan & Perbankan,Jakarta,Nasional,Rangga Maulana,081679508304,2022-03-20
C597,PT Solusi Media,BUMN,FMCG,Yogyakarta,Nasional,Wahyu Hidayat,081387181335,2022-04-02
C598,PT Karya Systems,Corporate,Telekomunikasi,Surakarta,Multinasional,Bunga Oktaviani,085874902504,2024-01-08
C599,CV Solusi Nusantara,UMKM,Properti & Konstruksi,Yogyakarta,Lokal,Nisa Cahyono,081690261139,2024-11-06
C600,PT Cakra Konsultan,UMKM,Otomotif,Surabaya,Lokal,Ulfa Permana,082294353537,2024-12-10
C601,CV Makmur Analitika,Pemerintah,Asuransi,Jakarta,Nasional,Yoga Oktaviani,087793763928,2024-11-01
C602,CV Cakra Media,Corporate,Kesehatan & Farmasi,Bandung,Nasional,Bayu Gunawan,083829732702,2022-08-30
C603,PT Cakra Abadi,UMKM,Agribisnis,Semarang,Lokal,Aldi Putra,081328866526,2024-06-02
C604,PT Bina Logistik,Startup,Properti & Konstruksi,Malang,Lokal,Eka Sulistyo,085876764722,2022-08-09
C605,PT Daya Data,Startup,Teknologi Informasi,Bandung,Nasional,Fani Utami,083894134750,2024-02-16
C606,PT Esa Bersama,Corporate,Otomotif,Surabaya,Nasional,Joko Nugroho,081636849951,2023-10-15
C607,PT Makmur Sejahtera,BUMN,Telekomunikasi,Bekasi,Nasional,Oscar Rahmawati,085721388209,2023-06-16
C608,PT Solusi Pratama,Startup,Asuransi,Semarang,Nasional,Bagus Handayani,081617674124,2023-08-28
C609,PT Graha Abadi,Corporate,Otomotif,Semarang,Multinasional,Dani Hidayat,085685380032,2023-10-07
C610,PT Abadi Bangsa,NGO,Pendidikan & EdTech,Jakarta,Lokal,Sari Ramadhani,082218306178,2023-01-19
C611,PT Kreasi Logistik,Startup,Asuransi,Semarang,Lokal,Kirana Adriansyah,085324347769,2023-04-26
C612,PT Andalas Mandiri,Startup,Logistik & Supply Chain,Depok,Lokal,Fani Prabowo,082261275156,2023-08-12
C613,CV Andalas Karya,BUMN,Agribisnis,Bandung,Nasional,Satria Permana,083836085456,2023-04-26
C614,PT Makmur Perkasa,Corporate,Keuangan & Perbankan,Jakarta,Nasional,Fani Gunawan,082292831995,2022-04-04
C615,CV Solusi Analitika,Startup,Energi & Pertambangan,Surakarta,Lokal,Teguh Wibowo,083835832863,2023-12-24
C616,PT Cakra Kreatif,Corporate,Manufaktur,Bekasi,Multinasional,Januar Syahputra,081570244033,2022-02-11
C617,PT Prima Karya,UMKM,Konsultan Manajemen,Malang,Nasional,Farhan Pangestu,085221963945,2022-02-11
C618,PT Sinergi Nusantara,Startup,Agribisnis,Jakarta,Lokal,Kirana Handoko,085688360765,2024-04-12
C619,PT Global Systems,Startup,Kesehatan & Farmasi,Surabaya,Lokal,Naufal Firdaus,085231269789,2022-07-15
C620,CV Mitra Cerdas,Corporate,Asuransi,Jakarta,Multinasional,Umar Fitriani,085296043878,2022-11-05
C621,PT Bakti Systems,Startup,Retail,Semarang,Lokal,Lina Santoso,087820281237,2022-08-04
C622,PT Cipta Bersama,Corporate,Media & Kreatif,Bandung,Lokal,Ayu Handoko,081364485959,2024-05-06
C623,CV Indo Mandiri,Corporate,Pendidikan & EdTech,Surabaya,Nasional,Intan Sari,085822870562,2023-05-30
C624,CV Andalas Data,Pemerintah,Teknologi Informasi,Jakarta,Lokal,Vina Hidayat,081297921583,2022-07-12
C625,PT Inovasi Kreatif,Startup,Asuransi,Bandung,Nasional,Eka Febriani,082113424912,2023-06-06
C626,PT Jaya Terapan,UMKM,Agribisnis,Jakarta,Lokal,Aditya Puspitasari,082122705102,2023-03-20
C627,PT Bakti Mandiri,Corporate,Logistik & Supply Chain,Jakarta,Multinasional,Wulan Budiman,081685819324,2024-02-29
C628,CV Perkasa Konsultan,Corporate,Konsultan Manajemen,Semarang,Nasional,Budi Ramadhan,081675639836,2023-12-15
C629,PT Esa Kreatif,Startup,Telekomunikasi,Jakarta,Lokal,Prasetyo Permana,081247604409,2023-06-04
C630,PT Global Teknologi,Corporate,Kesehatan & Farmasi,Semarang,Multinasional,Bayu Kurniawan,081270518439,2022-09-27
C631,PT Graha Karya,UMKM,Properti & Konstruksi,Malang,Nasional,Hafiz Syahputra,087801382412,2024-11-23
C632,PT Cipta Abadi,UMKM,Otomotif,Jakarta,Lokal,Rani Wardani,085815791971,2022-01-07
C633,PT Nusa Utama,Corporate,Teknologi Informasi,Semarang,Lokal,Fitri Wulandari,082243240642,2024-02-07
C634,PT Prima Makmur,Startup,Manufaktur,Surabaya,Lokal,Qonita Fitriani,087741759558,2022-12-29
C635,PT Bumi Teknologi,NGO,Energi & Pertambangan,Surakarta,Nasional,Farah Ningsih,081543588418,2024-06-07
C636,CV Inti Kreatif,Corporate,Keuangan & Perbankan,Tangerang,Nasional,Gilang Febriani,085859690515,2024-08-31
C637,PT Graha Utama,UMKM,Logistik & Supply Chain,Surakarta,Lokal,Gibran Saputra,087797996673,2024-08-14
C638,PT Sentosa Teknologi,Pemerintah,Manufaktur,Semarang,Multinasional,Bayu Prasetya,081549690282,2024-11-04
C639,PT Indo Terapan,Startup,Energi & Pertambangan,Surakarta,Lokal,Taufik Budiman,081323361328,2023-02-15
C640,PT Gemilang Logistik,Startup,Agribisnis,Bandung,Lokal,Zaki Ramadhani,085826546968,2023-05-13
C641,PT Solusi Sejahtera,BUMN,Media & Kreatif,Semarang,Nasional,Vina Maulana,081609961327,2024-01-26
C642,CV Cipta Kreatif,Startup,E-commerce,Jakarta,Lokal,Satria Budiman,087870462268,2024-05-21
C643,PT Media Analitika,Startup,Energi & Pertambangan,Surabaya,Nasional,Ika Anggara,081276604641,2022-09-21
C644,PT Makmur Informatika,Corporate,Agribisnis,Semarang,Multinasional,Dani Pangestu,081561205943,2022-08-17
C645,PT Sejahtera Perkasa,Startup,Telekomunikasi,Surakarta,Lokal,Dewi Anggraeni,085354654084,2024-07-31
C646,CV Mandiri Pratama,Corporate,Retail,Jakarta,Nasional,Luthfi Sulistyo,087832181227,2024-01-02
C647,PT Jaya Pratama,Pemerintah,Manufaktur,Tangerang,Multinasional,Citra Santoso,085850291681,2024-12-08
C648,PT Mega Terapan,Startup,Konsultan Manajemen,Bogor,Lokal,Yoga Safitri,087736424809,2023-05-15
C649,PT Nusa Media,Startup,Teknologi Informasi,Jakarta,Nasional,Rani Anggara,085251330531,2022-09-23
C650,PT Mandiri Analitika,UMKM,Retail,Bandung,Lokal,Kirana Wardani,081255557277,2023-11-05
C651,CV Bumi Media,Corporate,Energi & Pertambangan,Surakarta,Multinasional,Fitri Sari,085685445770,2024-09-23
C652,CV Bumi Global,Corporate,Asuransi,Jakarta,Nasional,Putri Cahyono,083826911633,2023-08-05
C653,CV Gemilang Konsultan,Corporate,Pendidikan & EdTech,Jakarta,Nasional,Hafiz Ningsih,085358886367,2024-01-14
C654,PT Mandiri Karya,NGO,Media & Kreatif,Tangerang,Lokal,Luthfi Suryadi,081572169666,2023-08-14
C655,CV Prima Global,UMKM,E-commerce,Bandung,Lokal,Anggi Wijaya,082197150968,2022-02-16
C656,CV Sejahtera Pratama,UMKM,Manufaktur,Surakarta,Lokal,Indah Handoko,081303977397,2023-02-14
C657,CV Nusa Gemilang,Corporate,Logistik & Supply Chain,Surabaya,Multinasional,Gilang Wulandari,081300687616,2022-11-23
C658,PT Mitra Mandiri,BUMN,Keuangan & Perbankan,Jakarta,Nasional,Dian Kurniawan,081324912565,2024-11-13
C659,CV Bina Terapan,Corporate,Konsultan Manajemen,Surakarta,Lokal,Gibran Kusuma,085847574949,2024-10-03
C660,CV Sukses Makmur,Corporate,Telekomunikasi,Jakarta,Nasional,Mira Mahendra,085342229464,2023-09-17
C661,CV Solusi Bangsa,Startup,Telekomunikasi,Surakarta,Nasional,Kirana Puspitasari,082152985856,2024-11-07
C662,PT Bumi Bangsa,Corporate,Media & Kreatif,Yogyakarta,Multinasional,Olivia Budiman,082232491357,2022-05-13
C663,PT Inovasi Karya,UMKM,Otomotif,Malang,Lokal,Arif Cahyani,081358148881,2024-01-15
C664,CV Bina Abadi,BUMN,Media & Kreatif,Semarang,Nasional,Aldi Handayani,087720948413,2023-05-17
C665,CV Bina Makmur,UMKM,Agribisnis,Yogyakarta,Lokal,Muhammad Hartono,081371731893,2023-10-16
C666,PT Inovasi Makmur,Corporate,Logistik & Supply Chain,Semarang,Nasional,Qori Ardiansyah,087894725878,2024-07-23
C667,PT Bina Utama,Startup,Travel & Hospitality,Yogyakarta,Lokal,Ivan Pratama,085887722164,2022-08-17
C668,PT Digital Kreatif,Startup,Telekomunikasi,Jakarta,Lokal,Nanda Ningsih,082152362292,2023-09-07
C669,PT Esa Inovasi,UMKM,Asuransi,Surabaya,Nasional,Yuni Firmansyah,085755574696,2024-08-24
C670,PT Mitra Perkasa,Corporate,Kesehatan & Farmasi,Depok,Lokal,Hafiz Handayani,085745056658,2023-02-19
C671,PT Sinergi Terapan,Startup,Otomotif,Jakarta,Lokal,Umar Wulandari,087797067349,2023-05-13
C672,PT Makmur Mandiri,Startup,Kesehatan & Farmasi,Malang,Nasional,Oki Budiman,085238173598,2022-11-07
C673,PT Esa Karya,Startup,Teknologi Informasi,Surakarta,Lokal,Nurul Nugraha,087732573755,2023-10-05
C674,CV Inti Abadi,UMKM,Teknologi Informasi,Surakarta,Lokal,Devi Firdaus,081508085096,2024-05-25
C675,PT Daya Bangsa,BUMN,Travel & Hospitality,Yogyakarta,Nasional,Farhan Santoso,085218182819,2023-11-15
C676,CV Graha Data,Startup,Properti & Konstruksi,Yogyakarta,Lokal,Arif Safitri,085709600356,2024-06-04
C677,CV Inti Bangsa,Startup,Properti & Konstruksi,Yogyakarta,Lokal,Nurul Handayani,081692323421,2023-02-15
C678,CV Media Data,Startup,Properti & Konstruksi,Tangerang,Lokal,Kartika Prasetya,085733502716,2023-02-18
C679,CV Abadi Teknologi,Corporate,Energi & Pertambangan,Surakarta,Nasional,Lukman Maulana,085281231795,2022-09-13
C680,CV Techno Terapan,Corporate,Agribisnis,Jakarta,Multinasional,Ahmad Cahyono,081566155416,2024-07-24
C681,PT Digital Logistik,Startup,Energi & Pertambangan,Malang,Nasional,Joko Wijaya,082190282270,2023-10-25
C682,CV Nusa Pratama,BUMN,Logistik & Supply Chain,Surabaya,Nasional,Nisa Budiman,087854950050,2022-03-03
C683,PT Cipta Analitika,BUMN,Asuransi,Surakarta,Nasional,Kevin Hidayat,081253161177,2024-02-12
C684,PT Makmur Indonesia,BUMN,Teknologi Informasi,Jakarta,Nasional,Indah Prabowo,085385917793,2024-08-19
C685,CV Indo Sejahtera,UMKM,Logistik & Supply Chain,Semarang,Lokal,Qori Utami,085645798894,2023-05-27
C686,CV Bakti Perkasa,Corporate,Kesehatan & Farmasi,Bandung,Lokal,Rendy Lestari,082102032650,2024-02-28
C687,PT Andalas Inovasi,BUMN,Pendidikan & EdTech,Bandung,Nasional,Nisa Anggara,085248714855,2024-04-10
C688,CV Inti Utama,BUMN,Agribisnis,Surabaya,Nasional,Hafiz Suryadi,081584156082,2024-07-23
C689,PT Prima Bangsa,Startup,Retail,Jakarta,Lokal,Arif Maulana,082223035892,2022-06-19
C690,PT Esa Informatika,Startup,Travel & Hospitality,Jakarta,Lokal,Galih Ningsih,082193289634,2024-02-06
C691,PT Gemilang Mandiri,Corporate,Otomotif,Depok,Nasional,Ayu Santoso,085784399106,2022-10-06
C692,CV Bina Sentosa,BUMN,Asuransi,Jakarta,Nasional,Candra Hakim,081334261923,2023-02-01
C693,PT Sentosa Karya,Startup,Retail,Surakarta,Lokal,Citra Cahyono,081641769274,2023-12-01
