NIM,nama,program_studi,semester,hp,email_pribadi,email_kampus,bidang_minat,jenis_penempatan_diminati,bulan_masuk
201914032,Dwi Wibowo,Teknik Elektro,11,085834730546,dwi.wibowo@gmail.com,201914032@student.uns.ac.id,Teknologi,Magang,September 2019
202114033,Ahmad Utami,Sastra Inggris,6,081226406559,ahmad.utami@gmail.com,202114033@student.uns.ac.id,Sosial,Magang,Agustus 2021
202114034,Erlangga Fitriani,Teknik Elektro,6,082118398514,erlangga.fitriani@gmail.com,202114034@student.uns.ac.id,Teknologi,Magang,Agustus 2021
202214035,Krisna Hakim,Farmasi,4,083837202414,krisna.hakim@gmail.com,202214035@student.uns.ac.id,Sains,Part-time,September 2022
202314036,Oscar Wibowo,Informatika,2,081220647671,oscar.wibowo@gmail.com,202314036@student.uns.ac.id,Teknologi,Magang,Agustus 2023
202314037,Vino Cahyono,Psikologi,2,085380266578,vino.cahyono@gmail.com,202314037@student.uns.ac.id,Sosial,Magang,Agustus 2023
202114038,Salma Prabowo,Sastra Inggris,5,085761397222,salma.prabowo@gmail.com,202114038@student.uns.ac.id,Sosial,Full-time,September 2021
202214039,Maya Handayani,Ekonomi Pembangunan,5,085618615974,maya.handayani@gmail.com,202214039@student.uns.ac.id,Bisnis,Magang,Agustus 2022
202114040,Hafiz Pangestu,Ilmu Komunikasi,7,083861438171,hafiz.pangestu@gmail.com,202114040@student.uns.ac.id,Sosial,Full-time,September 2021
202214041,Cahyo Wijaya,Teknik Industri,4,085324853329,cahyo.wijaya@gmail.com,202214041@student.uns.ac.id,Teknologi,Magang,Agustus 2022
202214042,Bagus Permana,Statistika,3,081699745732,bagus.permana@gmail.com,202214042@student.uns.ac.id,Sains,Magang,Agustus 2022
202214043,Satria Setiawan,Psikologi,5,085375818978,satria.setiawan@gmail.com,202214043@student.uns.ac.id,Sosial,Magang,Agustus 2022
202214044,Bella Handoko,Informatika,3,087879002339,bella.handoko@gmail.com,202214044@student.uns.ac.id,Teknologi,Part-time,Maret 2022
202114045,Hanif Putra,Sistem Informasi,6,081317191406,hanif.putra@gmail.com,202114045@student.uns.ac.id,Teknologi,Magang,Agustus 2021
202314046,Fani Ramadhani,Manajemen,3,081247623546,fani.ramadhani@gmail.com,202314046@student.uns.ac.id,Bisnis,Full-time,September 2023
202214047,Intan Maulana,Teknik Sipil,3,082191235205,intan.maulana@gmail.com,202214047@student.uns.ac.id,Teknologi,Magang,Agustus 2022
202314048,Amelia Cahyono,Akuntansi,2,082296511837,amelia.cahyono@gmail.com,202314048@student.uns.ac.id,Bisnis,Full-time,Agustus 2023
202114049,Farhan Nugroho,Teknik Industri,7,085635180030,farhan.nugroho@gmail.com,202114049@student.uns.ac.id,Teknologi,Magang,September 2021
202314050,Dian Mahendra,Sistem Informasi,2,081227988925,dian.mahendra@gmail.com,202314050@student.uns.ac.id,Teknologi,Magang,Agustus 2023
202214051,Dimas Firmansyah,Sistem Informasi,4,081207301919,dimas.firmansyah@gmail.com,202214051@student.uns.ac.id,Teknologi,Part-time,September 2022
202114052,Teguh Wardani,Informatika,5,085772948694,teguh.wardani@gmail.com,202114052@student.uns.ac.id,Teknologi,Part-time,September 2021
202114053,Budi Dewi,Farmasi,7,085331312610,budi.dewi@gmail.com,202114053@student.uns.ac.id,Sains,Part-time,Agustus 2021
202214054,Gilang Puspitasari,Manajemen,3,085253433969,gilang.puspitasari@gmail.com,202214054@student.uns.ac.id,Bisnis,Magang,Agustus 2022
202114055,Dani Hartono,Informatika,5,081269787538,dani.hartono@gmail.com,202114055@student.uns.ac.id,Teknologi,Part-time,September 2021
202214056,Isna Anggara,Psikologi,4,087893872308,isna.anggara@gmail.com,202214056@student.uns.ac.id,Sosial,Full-time,September 2022
202314057,Januar Wulandari,Akuntansi,2,087740269097,januar.wulandari@gmail.com,202314057@student.uns.ac.id,Bisnis,Magang,Agustus 2023
202114058,Ayu Firdaus,Sistem Informasi,6,087727166565,ayu.firdaus@gmail.com,202114058@student.uns.ac.id,Teknologi,Magang,Maret 2021
202014059,Olivia Ningsih,Teknik Sipil,9,085827942823,olivia.ningsih@gmail.com,202014059@student.uns.ac.id,Teknologi,Part-time,September 2020
202014060,Devi Hakim,Teknik Industri,9,081363160911,devi.hakim@gmail.com,202014060@student.uns.ac.id,Teknologi,Part-time,Februari 2020
202014061,Irfan Utami,Manajemen,7,087810678277,irfan.utami@gmail.com,202014061@student.uns.ac.id,Bisnis,Full-time,Agustus 2020
202014062,Rizky Wulandari,Manajemen,7,085682141228,rizky.wulandari@gmail.com,202014062@student.uns.ac.id,Bisnis,Magang,Agustus 2020
202314063,Farel Fitriani,Teknik Elektro,2,081280851991,farel.fitriani@gmail.com,202314063@student.uns.ac.id,Teknologi,Magang,September 2023
202114064,Qonita Gunawan,Pendidikan Teknik Informatika,5,085253740894,qonita.gunawan@gmail.com,202114064@student.uns.ac.id,Teknologi,Part-time,Agustus 2021
202314065,Sinta Kusuma,Manajemen,2,085270076792,sinta.kusuma@gmail.com,202314065@student.uns.ac.id,Bisnis,Magang,September 2023
202214066,Devi Gunawan,Teknik Elektro,5,081376488809,devi.gunawan@gmail.com,202214066@student.uns.ac.id,Teknologi,Magang,September 2022
202214067,Bayu Wulandari,Akuntansi,4,085677416113,bayu.wulandari@gmail.com,202214067@student.uns.ac.id,Bisnis,Magang,September 2022
202114068,Olivia Nugraha,Sistem Informasi,5,085369578609,olivia.nugraha@gmail.com,202114068@student.uns.ac.id,Teknologi,Magang,September 2021
202314069,Hafiz Wardani,Agroteknologi,3,081616198539,hafiz.wardani@gmail.com,202314069@student.uns.ac.id,Sains,Part-time,September 2023
202114070,Satria Pangestu,Teknik Elektro,6,082237373955,satria.pangestu@gmail.com,202114070@student.uns.ac.id,Teknologi,Magang,September 2021
202114071,Maulana Adriansyah,Teknik Mesin,6,085304047848,maulana.adriansyah@gmail.com,202114071@student.uns.ac.id,Teknologi,Part-time,Februari 2021
202214072,Qori Dewi,Manajemen,4,085227909253,qori.dewi@gmail.com,202214072@student.uns.ac.id,Bisnis,Magang,September 2022
202314073,Anisa Budiman,Ilmu Komunikasi,2,085654032764,anisa.budiman@gmail.com,202314073@student.uns.ac.id,Sosial,Magang,September 2023
202214074,Bella Saputra,Agroteknologi,3,085624054177,bella.saputra@gmail.com,202214074@student.uns.ac.id,Sains,Magang,September 2022
202314075,Sinta Prabowo,Psikologi,2,085306398795,sinta.prabowo@gmail.com,202314075@student.uns.ac.id,Sosial,Part-time,Agustus 2023
202214076,Satria Hidayat,Teknik Mesin,4,085331102116,satria.hidayat@gmail.com,202214076@student.uns.ac.id,Teknologi,Magang,Agustus 2022
202014077,Isna Wulandari,Ilmu Komunikasi,7,081302915219,isna.wulandari@gmail.com,202014077@student.uns.ac.id,Sosial,Part-time,September 2020
202314078,Galih Gunawan,Ilmu Komunikasi,2,085316840488,galih.gunawan@gmail.com,202314078@student.uns.ac.id,Sosial,Part-time,September 2023
202314079,Pandu Nugraha,Farmasi,2,087738688224,pandu.nugraha@gmail.com,202314079@student.uns.ac.id,Sains,Part-time,Agustus 2023
202214080,Nurul Wijaya,Sistem Informasi,3,085335929940,nurul.wijaya@gmail.com,202214080@student.uns.ac.id,Teknologi,Magang,Agustus 2022
202314081,Mega Wulandari,Informatika,2,087799858349,mega.wulandari@gmail.com,202314081@student.uns.ac.id,Teknologi,Part-time,September 2023
202114082,Vina Rahmawati,Manajemen,5,085227530691,vina.rahmawati@gmail.com,202114082@student.uns.ac.id,Bisnis,Magang,Agustus 2021
202014083,Farah Wibowo,Akuntansi,7,085668221074,farah.wibowo@gmail.com,202014083@student.uns.ac.id,Bisnis,Full-time,Agustus 2020
202214084,Umar Suryadi,Teknik Elektro,5,081690934056,umar.suryadi@gmail.com,202214084@student.uns.ac.id,Teknologi,Magang,September 2022
202314085,Eka Budiman,Informatika,3,081241894625,eka.budiman@gmail.com,202314085@student.uns.ac.id,Teknologi,Magang,September 2023
202014086,Gita Mahendra,Manajemen,7,085770639992,gita.mahendra@gmail.com,202014086@student.uns.ac.id,Bisnis,Magang,Agustus 2020
202314087,Fajar Putra,Desain Komunikasi Visual,2,085608061323,fajar.putra@gmail.com,202314087@student.uns.ac.id,Desain,Magang,Februari 2023
202114088,Winda Dewi,Teknik Mesin,5,085654709624,winda.dewi@gmail.com,202114088@student.uns.ac.id,Teknologi,Part-time,September 2021
202314089,Dinda Permana,Ekonomi Pembangunan,2,083825005383,dinda.permana@gmail.com,202314089@student.uns.ac.id,Bisnis,Magang,Februari 2023
202014090,Irfan Cahyani,Statistika,8,085843374789,irfan.cahyani@gmail.com,202014090@student.uns.ac.id,Sains,Magang,Agustus 2020
202314091,Sinta Handayani,Akuntansi,2,085814577681,sinta.handayani@gmail.com,202314091@student.uns.ac.id,Bisnis,Part-time,Agustus 2023
202114092,Ika Handoko,Statistika,7,085664334671,ika.handoko@gmail.com,202114092@student.uns.ac.id,Sains,Magang,September 2021
202014093,Tasya Gunawan,Akuntansi,9,085229223508,tasya.gunawan@gmail.com,202014093@student.uns.ac.id,Bisnis,Magang,September 2020
202314094,Ahmad Permana,Teknik Mesin,2,085225970106,ahmad.permana@gmail.com,202314094@student.uns.ac.id,Teknologi,Magang,Agustus 2023
202214095,Vina Anggraeni,Sistem Informasi,3,087772675169,vina.anggraeni@gmail.com,202214095@student.uns.ac.id,Teknologi,Magang,September 2022
202014096,Farel Firmansyah,Psikologi,9,085735688521,farel.firmansyah@gmail.com,202014096@student.uns.ac.id,Sosial,Magang,September 2020
202114097,Qori Anggraeni,Akuntansi,6,082212691238,qori.anggraeni@gmail.com,202114097@student.uns.ac.id,Bisnis,Magang,September 2021
202214098,Lestari Budiman,Pendidikan Teknik Informatika,4,085281535143,lestari.budiman@gmail.com,202214098@student.uns.ac.id,Teknologi,Full-time,September 2022
202114099,Rangga Prabowo,Manajemen,5,082297610090,rangga.prabowo@gmail.com,202114099@student.uns.ac.id,Bisnis,Part-time,Agustus 2021
202014100,Dani Gunawan,Ilmu Komunikasi,7,081599339725,dani.gunawan@gmail.com,202014100@student.uns.ac.id,Sosial,Magang,Agustus 2020
202214101,Gibran Handayani,Teknik Industri,3,083813550042,gibran.handayani@gmail.com,202214101@student.uns.ac.id,Teknologi,Part-time,Agustus 2022
202014102,Riska Ardiansyah,Teknik Mesin,9,087764575354,riska.ardiansyah@gmail.com,202014102@student.uns.ac.id,Teknologi,Part-time,September 2020
202314103,Gita Sari,Akuntansi,2,081219725748,gita.sari@gmail.com,202314103@student.uns.ac.id,Bisnis,Magang,Agustus 2023
202114104,Naufal Cahyani,Manajemen,5,082191853065,naufal.cahyani@gmail.com,202114104@student.uns.ac.id,Bisnis,Part-time,September 2021
202214105,Nanda Mahendra,Manajemen,3,085235420764,nanda.mahendra@gmail.com,202214105@student.uns.ac.id,Bisnis,Magang,Agustus 2022
202014106,Umar Prabowo,Pendidikan Teknik Informatika,9,081529319007,umar.prabowo@gmail.com,202014106@student.uns.ac.id,Teknologi,Part-time,Februari 2020
202314107,Irfan Ardiansyah,Teknik Industri,2,085391076682,irfan.ardiansyah@gmail.com,202314107@student.uns.ac.id,Teknologi,Magang,September 2023
202114108,Hanif Saputra,Teknik Mesin,5,083879836941,hanif.saputra@gmail.com,202114108@student.uns.ac.id,Teknologi,Magang,September 2021
202014109,Teguh Rahmawati,Teknik Mesin,7,087769432597,teguh.rahmawati@gmail.com,202014109@student.uns.ac.id,Teknologi,Magang,Februari 2020
202214110,Rani Putra,Ekonomi Pembangunan,3,082279105024,rani.putra@gmail.com,202214110@student.uns.ac.id,Bisnis,Magang,Maret 2022
202314111,Galih Adriansyah,Teknik Mesin,3,085625026374,galih.adriansyah@gmail.com,202314111@student.uns.ac.id,Teknologi,Magang,Agustus 2023
202114112,Hanif Dewi,Informatika,5,085818439950,hanif.dewi@gmail.com,202114112@student.uns.ac.id,Teknologi,Magang,Agustus 2021
202014113,Vina Wibowo,Ilmu Komunikasi,7,085634001546,vina.wibowo@gmail.com,202014113@student.uns.ac.id,Sosial,Part-time,September 2020
202214114,Guntur Wijaya,Ilmu Komunikasi,5,083807258864,guntur.wijaya@gmail.com,202214114@student.uns.ac.id,Sosial,Magang,September 2022
202114115,Bunga Safitri,Sistem Informasi,7,082196668599,bunga.safitri@gmail.com,202114115@student.uns.ac.id,Teknologi,Full-time,Agustus 2021
202114116,Taufik Pangestu,Agroteknologi,6,081391375920,taufik.pangestu@gmail.com,202114116@student.uns.ac.id,Sains,Magang,Agustus 2021
202214117,Pandu Pangestu,Informatika,3,081686362000,pandu.pangestu@gmail.com,202214117@student.uns.ac.id,Teknologi,Part-time,September 2022
202114118,Bayu Permana,Akuntansi,7,082151121028,bayu.permana@gmail.com,202114118@student.uns.ac.id,Bisnis,Magang,Agustus 2021
202114119,Farhan Hakim,Akuntansi,7,085641432360,farhan.hakim@gmail.com,202114119@student.uns.ac.id,Bisnis,Magang,Agustus 2021
201914120,Rendy Saputra,Teknik Industri,10,085271667693,rendy.saputra@gmail.com,201914120@student.uns.ac.id,Teknologi,Full-time,September 2019
202314121,Zahra Hidayat,Manajemen,3,085306737499,zahra.hidayat@gmail.com,202314121@student.uns.ac.id,Bisnis,Magang,September 2023
202014122,Dinda Adriansyah,Teknik Sipil,9,081627410323,dinda.adriansyah@gmail.com,202014122@student.uns.ac.id,Teknologi,Magang,Agustus 2020
202014123,Nadia Ardiansyah,Sastra Inggris,7,082116145957,nadia.ardiansyah@gmail.com,202014123@student.uns.ac.id,Sosial,Magang,September 2020
202314124,Hasna Lestari,Ilmu Komunikasi,3,082261019410,hasna.lestari@gmail.com,202314124@student.uns.ac.id,Sosial,Magang,Agustus 2023
202214125,Vina Santoso,Manajemen,4,081603179902,vina.santoso@gmail.com,202214125@student.uns.ac.id,Bisnis,Part-time,Maret 2022
202114126,Hendra Kusuma,Desain Komunikasi Visual,5,085314600321,hendra.kusuma@gmail.com,202114126@student.uns.ac.id,Desain,Full-time,September 2021
202014127,Oki Setiawan,Teknik Mesin,9,081211623315,oki.setiawan@gmail.com,202014127@student.uns.ac.id,Teknologi,Part-time,Agustus 2020
202314128,Oscar Saputra,Informatika,2,081609939051,oscar.saputra@gmail.com,202314128@student.uns.ac.id,Teknologi,Magang,Agustus 2023
202014129,Julia Setiawan,Farmasi,8,085631525890,julia.setiawan@gmail.com,202014129@student.uns.ac.id,Sains,Part-time,Agustus 2020
202114130,Ika Handoko,Informatika,5,081223050504,ika.handoko@gmail.com,202114130@student.uns.ac.id,Teknologi,Magang,September 2021
202214131,Yoga Firdaus,Ilmu Komunikasi,4,082106083537,yoga.firdaus@gmail.com,202214131@student.uns.ac.id,Sosial,Magang,September 2022
202314132,Naufal Firdaus,Manajemen,2,081240665005,naufal.firdaus@gmail.com,202314132@student.uns.ac.id,Bisnis,Magang,Agustus 2023
202114133,Mega Puspitasari,Desain Komunikasi Visual,7,083842414627,mega.puspitasari@gmail.com,202114133@student.uns.ac.id,Desain,Part-time,Februari 2021
202114134,Hasna Kurniawan,Sistem Informasi,5,085692073374,hasna.kurniawan@gmail.com,202114134@student.uns.ac.id,Teknologi,Magang,September 2021
201914135,Ratna Hidayat,Psikologi,9,081634042816,ratna.hidayat@gmail.com,201914135@student.uns.ac.id,Sosial,Magang,September 2019
202314136,Farel Safitri,Pendidikan Teknik Informatika,3,085675887008,farel.safitri@gmail.com,202314136@student.uns.ac.id,Teknologi,Magang,Agustus 2023
202114137,Hana Prasetya,Desain Komunikasi Visual,5,081683620690,hana.prasetya@gmail.com,202114137@student.uns.ac.id,Desain,Part-time,Agustus 2021
202214138,Ika Ardiansyah,Akuntansi,4,087894998549,ika.ardiansyah@gmail.com,202214138@student.uns.ac.id,Bisnis,Part-time,Agustus 2022
201914139,Julia Pratama,Pendidikan Teknik Informatika,11,081332966953,julia.pratama@gmail.com,201914139@student.uns.ac.id,Teknologi,Part-time,Agustus 2019
202214140,Erlangga Ardiansyah,Sastra Inggris,5,087762542615,erlangga.ardiansyah@gmail.com,202214140@student.uns.ac.id,Sosial,Part-time,September 2022
202114141,Putri Saputra,Informatika,7,085685525589,putri.saputra@gmail.com,202114141@student.uns.ac.id,Teknologi,Part-time,September 2021
202214142,Salma Adriansyah,Psikologi,5,081382218404,salma.adriansyah@gmail.com,202214142@student.uns.ac.id,Sosial,Magang,Agustus 2022
202314143,Nadia Hartono,Desain Komunikasi Visual,3,085641856304,nadia.hartono@gmail.com,202314143@student.uns.ac.id,Desain,Magang,Agustus 2023
202214144,Tiara Kusuma,Teknik Sipil,3,085376060095,tiara.kusuma@gmail.com,202214144@student.uns.ac.id,Teknologi,Magang,Agustus 2022
202314145,Wahyu Prabowo,Teknik Industri,3,081373753848,wahyu.prabowo@gmail.com,202314145@student.uns.ac.id,Teknologi,Part-time,Agustus 2023
202314146,Guntur Cahyani,Teknik Industri,2,087715436891,guntur.cahyani@gmail.com,202314146@student.uns.ac.id,Teknologi,Part-time,Agustus 2023
202314147,Winda Cahyani,Teknik Sipil,3,083862814713,winda.cahyani@gmail.com,202314147@student.uns.ac.id,Teknologi,Part-time,September 2023
202014148,Rafi Pangestu,Sistem Informasi,8,085359745457,rafi.pangestu@gmail.com,202014148@student.uns.ac.id,Teknologi,Part-time,Agustus 2020
202014149,Winda Sulistyo,Sistem Informasi,7,081374987691,winda.sulistyo@gmail.com,202014149@student.uns.ac.id,Teknologi,Full-time,September 2020
202314150,Oki Anggara,Teknik Elektro,3,083899712561,oki.anggara@gmail.com,202314150@student.uns.ac.id,Teknologi,Magang,September 2023
202214151,Hendra Ningsih,Ilmu Komunikasi,4,083832179376,hendra.ningsih@gmail.com,202214151@student.uns.ac.id,Sosial,Magang,September 2022
202214152,Fajar Handoko,Teknik Mesin,4,081596814420,fajar.handoko@gmail.com,202214152@student.uns.ac.id,Teknologi,Magang,September 2022
202214153,Candra Permana,Ilmu Komunikasi,5,081637868509,candra.permana@gmail.com,202214153@student.uns.ac.id,Sosial,Magang,Agustus 2022
201914154,Nadia Putra,Ilmu Hukum,9,087763709091,nadia.putra@gmail.com,201914154@student.uns.ac.id,Sosial,Magang,Agustus 2019
202114155,Pandu Kurniawan,Farmasi,6,087755618657,pandu.kurniawan@gmail.com,202114155@student.uns.ac.id,Sains,Magang,Februari 2021
202214156,Januar Prasetya,Agroteknologi,4,085609600328,januar.prasetya@gmail.com,202214156@student.uns.ac.id,Sains,Magang,September 2022
202114157,Tasya Wijaya,Desain Komunikasi Visual,7,081395556167,tasya.wijaya@gmail.com,202114157@student.uns.ac.id,Desain,Magang,September 2021
202214158,Nadya Fitriani,Psikologi,4,085330506169,nadya.fitriani@gmail.com,202214158@student.uns.ac.id,Sosial,Magang,September 2022
202114159,Ika Ramadhani,Teknik Sipil,7,081541182591,ika.ramadhani@gmail.com,202114159@student.uns.ac.id,Teknologi,Magang,September 2021
202214160,Faisal Adriansyah,Manajemen,4,085331566422,faisal.adriansyah@gmail.com,202214160@student.uns.ac.id,Bisnis,Magang,September 2022
202314161,Ahmad Firmansyah,Ilmu Komunikasi,3,085356267740,ahmad.firmansyah@gmail.com,202314161@student.uns.ac.id,Sosial,Full-time,Agustus 2023
202314162,Devi Prasetya,Manajemen,2,081665339594,devi.prasetya@gmail.com,202314162@student.uns.ac.id,Bisnis,Magang,September 2023
201914163,Hafiz Puspitasari,Teknik Industri,10,087787106044,hafiz.puspitasari@gmail.com,201914163@student.uns.ac.id,Teknologi,Magang,Agustus 2019
202014164,Dian Maulana,Ilmu Hukum,9,083824345007,dian.maulana@gmail.com,202014164@student.uns.ac.id,Sosial,Magang,Agustus 2020
202014165,Bunga Febriani,Ilmu Komunikasi,7,085648805484,bunga.febriani@gmail.com,202014165@student.uns.ac.id,Sosial,Magang,September 2020
202214166,Dafa Wulandari,Desain Komunikasi Visual,3,087786087474,dafa.wulandari@gmail.com,202214166@student.uns.ac.id,Desain,Full-time,Agustus 2022
202014167,Qonita Sulistyo,Sastra Inggris,7,087763087280,qonita.sulistyo@gmail.com,202014167@student.uns.ac.id,Sosial,Full-time,Februari 2020
202214168,Teguh Ningsih,Agroteknologi,5,081291626800,teguh.ningsih@gmail.com,202214168@student.uns.ac.id,Sains,Full-time,Agustus 2022
202214169,Riska Adriansyah,Informatika,5,081623047388,riska.adriansyah@gmail.com,202214169@student.uns.ac.id,Teknologi,Magang,Februari 2022
202114170,Devi Puspitasari,Psikologi,5,082204013577,devi.puspitasari@gmail.com,202114170@student.uns.ac.id,Sosial,Magang,Agustus 2021
202214171,Yuni Puspitasari,Informatika,5,081230960023,yuni.puspitasari@gmail.com,202214171@student.uns.ac.id,Teknologi,Magang,September 2022
202114172,Lestari Anggara,Teknik Elektro,5,082189249630,lestari.anggara@gmail.com,202114172@student.uns.ac.id,Teknologi,Full-time,September 2021
202214173,Riska Puspitasari,Teknik Elektro,3,081380069394,riska.puspitasari@gmail.com,202214173@student.uns.ac.id,Teknologi,Full-time,Agustus 2022
202314174,Amelia Puspitasari,Akuntansi,2,087889515082,amelia.puspitasari@gmail.com,202314174@student.uns.ac.id,Bisnis,Full-time,September 2023
202114175,Oscar Fitriani,Akuntansi,5,081224768359,oscar.fitriani@gmail.com,202114175@student.uns.ac.id,Bisnis,Part-time,Agustus 2021
202114176,Amelia Pangestu,Statistika,5,085384628747,amelia.pangestu@gmail.com,202114176@student.uns.ac.id,Sains,Part-time,Agustus 2021
202014177,Fani Oktaviani,Statistika,7,085642395167,fani.oktaviani@gmail.com,202014177@student.uns.ac.id,Sains,Magang,Agustus 2020
202314178,Devi Wulandari,Teknik Industri,3,085705708554,devi.wulandari@gmail.com,202314178@student.uns.ac.id,Teknologi,Magang,September 2023
202214179,Ivan Febriani,Teknik Industri,5,085681876737,ivan.febriani@gmail.com,202214179@student.uns.ac.id,Teknologi,Full-time,September 2022
202014180,Rangga Kusuma,Sistem Informasi,7,081501021470,rangga.kusuma@gmail.com,202014180@student.uns.ac.id,Teknologi,Magang,Maret 2020
202114181,Candra Febriani,Akuntansi,5,083834160582,candra.febriani@gmail.com,202114181@student.uns.ac.id,Bisnis,Part-time,September 2021
202114182,Bunga Ramadhan,Teknik Industri,6,081385191560,bunga.ramadhan@gmail.com,202114182@student.uns.ac.id,Teknologi,Magang,Agustus 2021
202114183,Candra Ramadhani,Akuntansi,6,085602223846,candra.ramadhani@gmail.com,202114183@student.uns.ac.id,Bisnis,Part-time,Agustus 2021
202114184,Salma Suryadi,Farmasi,6,085217991635,salma.suryadi@gmail.com,202114184@student.uns.ac.id,Sains,Part-time,September 2021
202314185,Irfan Cahyono,Teknik Mesin,2,085615689064,irfan.cahyono@gmail.com,202314185@student.uns.ac.id,Teknologi,Magang,Agustus 2023
202114186,Prita Sulistyo,Teknik Sipil,5,085804456277,prita.sulistyo@gmail.com,202114186@student.uns.ac.id,Teknologi,Magang,Agustus 2021
202114187,Rizky Santoso,Manajemen,7,082253743799,rizky.santoso@gmail.com,202114187@student.uns.ac.id,Bisnis,Magang,Agustus 2021
202114188,Anggi Mahendra,Akuntansi,5,081598476965,anggi.mahendra@gmail.com,202114188@student.uns.ac.id,Bisnis,Part-time,September 2021
202014189,Bagus Nugraha,Manajemen,7,081575219288,bagus.nugraha@gmail.com,202014189@student.uns.ac.id,Bisnis,Magang,Agustus 2020
202014190,Dian Wijaya,Psikologi,8,081668239772,dian.wijaya@gmail.com,202014190@student.uns.ac.id,Sosial,Part-time,Februari 2020
202014191,Nurul Nugroho,Teknik Mesin,7,085728492569,nurul.nugroho@gmail.com,202014191@student.uns.ac.id,Teknologi,Magang,September 2020
202214192,Winda Pangestu,Informatika,5,085881023051,winda.pangestu@gmail.com,202214192@student.uns.ac.id,Teknologi,Magang,September 2022
201914193,Rendy Firdaus,Ilmu Hukum,10,081203892962,rendy.firdaus@gmail.com,201914193@student.uns.ac.id,Sosial,Magang,September 2019
202314194,Oki Prasetya,Ekonomi Pembangunan,2,085872479787,oki.prasetya@gmail.com,202314194@student.uns.ac.id,Bisnis,Magang,Agustus 2023
202114195,Maulana Putra,Teknik Elektro,7,085790884247,maulana.putra@gmail.com,202114195@student.uns.ac.id,Teknologi,Part-time,September 2021
202314196,Olivia Permana,Farmasi,2,081652422521,olivia.permana@gmail.com,202314196@student.uns.ac.id,Sains,Magang,Agustus 2023
202114197,Rani Hartono,Informatika,6,085629845198,rani.hartono@gmail.com,202114197@student.uns.ac.id,Teknologi,Magang,Agustus 2021
202014198,Nurul Adriansyah,Ekonomi Pembangunan,8,087888858932,nurul.adriansyah@gmail.com,202014198@student.uns.ac.id,Bisnis,Magang,Agustus 2020
202114199,Farah Prabowo,Statistika,6,085893964692,farah.prabowo@gmail.com,202114199@student.uns.ac.id,Sains,Magang,September 2021
202014200,Teguh Ningsih,Pendidikan Teknik Informatika,7,083862760016,teguh.ningsih@gmail.com,202014200@student.uns.ac.id,Teknologi,Full-time,Agustus 2020
202014201,Hanif Sari,Sistem Informasi,9,085804105434,hanif.sari@gmail.com,202014201@student.uns.ac.id,Teknologi,Magang,Februari 2020
202014202,Tiara Dewi,Teknik Industri,8,085384335303,tiara.dewi@gmail.com,202014202@student.uns.ac.id,Teknologi,Magang,September 2020
202114203,Vina Wardani,Informatika,5,085700519770,vina.wardani@gmail.com,202114203@student.uns.ac.id,Teknologi,Magang,Februari 2021
202014204,Qori Febriani,Farmasi,7,085243853180,qori.febriani@gmail.com,202014204@student.uns.ac.id,Sains,Magang,September 2020
202114205,Ayu Sulistyo,Desain Komunikasi Visual,7,081516105280,ayu.sulistyo@gmail.com,202114205@student.uns.ac.id,Desain,Part-time,September 2021
202014206,Dinda Kusuma,Informatika,7,082130807730,dinda.kusuma@gmail.com,202014206@student.uns.ac.id,Teknologi,Full-time,Maret 2020
202114207,Umar Santoso,Sistem Informasi,5,085758885192,umar.santoso@gmail.com,202114207@student.uns.ac.id,Teknologi,Magang,September 2021
202014208,Lutfia Handayani,Ekonomi Pembangunan,9,083884356446,lutfia.handayani@gmail.com,202014208@student.uns.ac.id,Bisnis,Part-time,September 2020
202314209,Mira Oktaviani,Farmasi,2,082146926622,mira.oktaviani@gmail.com,202314209@student.uns.ac.id,Sains,Full-time,Agustus 2023
202114210,Dani Febriani,Manajemen,7,085231823351,dani.febriani@gmail.com,202114210@student.uns.ac.id,Bisnis,Magang,Februari 2021
201914211,Rangga Hidayat,Sistem Informasi,9,081204141661,rangga.hidayat@gmail.com,201914211@student.uns.ac.id,Teknologi,Magang,Agustus 2019
201914212,Tiara Santoso,Akuntansi,11,082201565748,tiara.santoso@gmail.com,201914212@student.uns.ac.id,Bisnis,Full-time,September 2019
202114213,Lutfia Mahendra,Farmasi,5,081613513240,lutfia.mahendra@gmail.com,202114213@student.uns.ac.id,Sains,Magang,Agustus 2021
202314214,Rafi Ramadhani,Ilmu Hukum,2,081232502796,rafi.ramadhani@gmail.com,202314214@student.uns.ac.id,Sosial,Full-time,Februari 2023
202114215,Tasya Permana,Agroteknologi,5,081624616694,tasya.permana@gmail.com,202114215@student.uns.ac.id,Sains,Magang,Agustus 2021
202114216,Aditya Wibowo,Ilmu Hukum,6,081278434012,aditya.wibowo@gmail.com,202114216@student.uns.ac.id,Sosial,Magang,September 2021
202014217,Dewi Sulistyo,Manajemen,8,087776687676,dewi.sulistyo@gmail.com,202014217@student.uns.ac.id,Bisnis,Magang,September 2020
202314218,Anisa Ramadhani,Teknik Mesin,2,081263022587,anisa.ramadhani@gmail.com,202314218@student.uns.ac.id,Teknologi,Magang,September 2023
201914219,Laila Putra,Psikologi,9,085367179856,laila.putra@gmail.com,201914219@student.uns.ac.id,Sosial,Magang,September 2019
202214220,Tika Ningsih,Teknik Industri,5,085249143092,tika.ningsih@gmail.com,202214220@student.uns.ac.id,Teknologi,Magang,Februari 2022
